destination,time,statusCode,extract_date,flight number,airline,sche_dept_time,day,actual_dept_time,delay_time,delay_min,delay_hour,airlines,airlines_ranking
AKL,21:25,DA,2020-12-06,CX 113,CX,1900-01-01 21:25:00,0 days 00:00:00.000000000,1900-01-01 21:29:00,0 days 00:04:00.000000000,4,0,Cathay Pacific Airways Ltd.,4
GUM,21:25,DA,2020-12-06,UA 2851,UA,1900-01-01 21:25:00,0 days 00:00:00.000000000,1900-01-01 21:12:00,0 days 00:00:00.000000000,0,0,"United Airlines, Inc.",68
MAA,21:30,DA,2020-12-06,CX 631,CX,1900-01-01 21:30:00,0 days 00:00:00.000000000,1900-01-01 21:26:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,21:40,DA,2020-12-06,CI 928,CI,1900-01-01 21:40:00,0 days 00:00:00.000000000,1900-01-01 21:41:00,0 days 00:01:00.000000000,1,0,China Airlines Ltd.,34
TPE,22:40,DA,2020-12-06,CI 922,CI,1900-01-01 22:40:00,0 days 00:00:00.000000000,1900-01-01 22:45:00,0 days 00:05:00.000000000,5,0,China Airlines Ltd.,34
LHR,23:45,DA,2020-12-06,BA 028,BA,1900-01-01 23:45:00,0 days 00:00:00.000000000,1900-01-01 23:54:00,0 days 00:09:00.000000000,9,0,British Airways p.l.c.,19
LHR,23:50,DA,2020-12-06,VS 207,VS,1900-01-01 23:50:00,1 days 00:00:00.000000000,1900-01-01 00:01:00,0 days 00:11:00.000000000,11,0,Virgin Atlantic Airways Limited,21
SYD,23:55,DA,2020-12-06,CX 101,CX,1900-01-01 23:55:00,0 days 00:00:00.000000000,1900-01-01 23:57:00,0 days 00:02:00.000000000,2,0,Cathay Pacific Airways Ltd.,4
LHR,23:55,DA,2020-12-06,CX 251,CX,1900-01-01 23:55:00,1 days 00:00:00.000000000,1900-01-01 00:19:00,0 days 00:24:00.000000000,24,0,Cathay Pacific Airways Ltd.,4
MEL,00:05,DA,2020-12-07,CX 105,CX,1900-01-01 00:05:00,0 days 00:00:00.000000000,1900-01-01 00:09:00,0 days 00:04:00.000000000,4,0,Cathay Pacific Airways Ltd.,4
CDG,00:05,DA,2020-12-07,CX 261,CX,1900-01-01 00:05:00,0 days 00:00:00.000000000,1900-01-01 00:38:00,0 days 00:33:00.000000000,33,0,Cathay Pacific Airways Ltd.,4
LAX,00:15,DA,2020-12-07,CX 880,CX,1900-01-01 00:15:00,0 days 00:00:00.000000000,1900-01-01 00:16:00,0 days 00:01:00.000000000,1,0,Cathay Pacific Airways Ltd.,4
FRA,00:35,DA,2020-12-07,CX 289,CX,1900-01-01 00:35:00,0 days 00:00:00.000000000,1900-01-01 01:22:00,0 days 00:47:00.000000000,47,0,Cathay Pacific Airways Ltd.,4
AMS,00:50,DA,2020-12-07,CX 271,CX,1900-01-01 00:50:00,0 days 00:00:00.000000000,1900-01-01 01:09:00,0 days 00:19:00.000000000,19,0,Cathay Pacific Airways Ltd.,4
SFO,00:55,DA,2020-12-07,CX 872,CX,1900-01-01 00:55:00,0 days 00:00:00.000000000,1900-01-01 00:51:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
YVR,01:00,DA,2020-12-07,CX 888,CX,1900-01-01 01:00:00,0 days 00:00:00.000000000,1900-01-01 00:58:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
LHR,01:10,DA,2020-12-07,BA 032F,BA,1900-01-01 01:10:00,0 days 00:00:00.000000000,1900-01-01 01:10:00,0 days 00:00:00.000000000,0,0,British Airways p.l.c.,19
SIN,01:25,DA,2020-12-07,SQ 857,SQ,1900-01-01 01:25:00,0 days 00:00:00.000000000,1900-01-01 00:49:00,0 days 00:00:00.000000000,0,0,Singapore Airlines Limited,2
SVO,02:00,DA,2020-12-07,FV 4506,FV,1900-01-01 02:00:00,0 days 00:00:00.000000000,1900-01-01 03:07:00,0 days 01:07:00.000000000,67,60,Rossiya Airlines JSC,100+
ZRH,02:30,DA,2020-12-07,LX 139,LX,1900-01-01 02:30:00,0 days 00:00:00.000000000,1900-01-01 02:26:00,0 days 00:00:00.000000000,0,0,SWISS International Air Lines Ltd dba SWISS,13
ICN,04:00,DA,2020-12-07,KE 612,KE,1900-01-01 04:00:00,0 days 00:00:00.000000000,1900-01-01 03:25:00,0 days 00:00:00.000000000,0,0,Korean Air Lines Co. Ltd.,35
VKO,05:00,DA,2020-12-07,RL 9954,RL,1900-01-01 05:00:00,0 days 00:00:00.000000000,1900-01-01 05:03:00,0 days 00:03:00.000000000,3,0,JSC Royal Flight Airlines,100+
SYD,05:00,DA,2020-12-07,HX 2017,HX,1900-01-01 05:00:00,0 days 00:00:00.000000000,1900-01-01 04:59:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
ICN,05:55,DA,2020-12-07,AM 9021,AM,1900-01-01 05:55:00,0 days 00:00:00.000000000,1900-01-01 05:53:00,0 days 00:00:00.000000000,0,0,Aeromexico,100+
MNL,07:40,DA,2020-12-07,CX 907,CX,1900-01-01 07:40:00,0 days 00:00:00.000000000,1900-01-01 07:40:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
PEK,08:30,DA,2020-12-07,HX 336,HX,1900-01-01 08:30:00,0 days 00:00:00.000000000,1900-01-01 08:20:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
PEK,09:00,DA,2020-12-07,CX 386,CX,1900-01-01 09:00:00,0 days 00:00:00.000000000,1900-01-01 08:49:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
NRT,09:00,DA,2020-12-07,UA 2814,UA,1900-01-01 09:00:00,0 days 00:00:00.000000000,1900-01-01 09:14:00,0 days 00:14:00.000000000,14,0,"United Airlines, Inc.",68
TPE,09:05,DA,2020-12-07,HX 252,HX,1900-01-01 09:05:00,0 days 00:00:00.000000000,1900-01-01 09:02:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
LHR,09:20,DA,2020-12-07,VS 637,VS,1900-01-01 09:20:00,0 days 00:00:00.000000000,1900-01-01 09:42:00,0 days 00:22:00.000000000,22,0,Virgin Atlantic Airways Limited,21
CMB,09:25,DA,2020-12-07,UL 897,UL,1900-01-01 09:25:00,0 days 00:00:00.000000000,1900-01-01 09:21:00,0 days 00:00:00.000000000,0,0,SriLankan Airlines Limited,100+
KIX,09:25,DA,2020-12-07,CX 562,CX,1900-01-01 09:25:00,0 days 00:00:00.000000000,1900-01-01 09:27:00,0 days 00:02:00.000000000,2,0,Cathay Pacific Airways Ltd.,4
KIX,09:25,DA,2020-12-07,CX 596,CX,1900-01-01 09:25:00,0 days 00:00:00.000000000,1900-01-01 09:19:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
NRT,09:30,DA,2020-12-07,HX 608,HX,1900-01-01 09:30:00,0 days 00:00:00.000000000,1900-01-01 09:11:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
NRT,09:40,DA,2020-12-07,UA 2864,UA,1900-01-01 09:40:00,0 days 00:00:00.000000000,1900-01-01 09:08:00,0 days 00:00:00.000000000,0,0,"United Airlines, Inc.",68
LHR,09:45,DA,2020-12-07,CX 257,CX,1900-01-01 09:45:00,0 days 00:00:00.000000000,1900-01-01 09:51:00,0 days 00:06:00.000000000,6,0,Cathay Pacific Airways Ltd.,4
PVG,09:55,DA,2020-12-07,CX 368,CX,1900-01-01 09:55:00,0 days 00:00:00.000000000,1900-01-01 09:50:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
HEL,10:25,DA,2020-12-07,AY 102,AY,1900-01-01 10:25:00,0 days 00:00:00.000000000,1900-01-01 10:07:00,0 days 00:00:00.000000000,0,0,Finnair Oyj,32
TPE,11:05,DA,2020-12-07,CI 904,CI,1900-01-01 11:05:00,0 days 00:00:00.000000000,1900-01-01 10:37:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
TPE,11:15,DA,2020-12-07,BR 852,BR,1900-01-01 11:15:00,0 days 00:00:00.000000000,1900-01-01 10:58:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
TPE,11:25,DA,2020-12-07,CX 474,CX,1900-01-01 11:25:00,0 days 00:00:00.000000000,1900-01-01 11:27:00,0 days 00:02:00.000000000,2,0,Cathay Pacific Airways Ltd.,4
ORD,11:30,DA,2020-12-07,CX 806,CX,1900-01-01 11:30:00,0 days 00:00:00.000000000,1900-01-01 11:21:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
MNL,11:30,DA,2020-12-07,PR 301,PR,1900-01-01 11:30:00,0 days 00:00:00.000000000,1900-01-01 15:22:00,0 days 03:52:00.000000000,232,180,"Philippine Airlines, Inc.",30
CGK,11:40,DA,2020-12-07,GA 8734,GA,1900-01-01 11:40:00,0 days 00:00:00.000000000,1900-01-01 10:39:00,0 days 00:00:00.000000000,0,0,PT. Garuda Indonesia (PERSERO) Tbk dba Garuda Indonesia,12
KIX,11:45,DA,2020-12-07,CX 506,CX,1900-01-01 11:45:00,0 days 00:00:00.000000000,1900-01-01 11:47:00,0 days 00:02:00.000000000,2,0,Cathay Pacific Airways Ltd.,4
BKK,12:00,DA,2020-12-07,CX 653,CX,1900-01-01 12:00:00,0 days 00:00:00.000000000,1900-01-01 12:27:00,0 days 00:27:00.000000000,27,0,Cathay Pacific Airways Ltd.,4
LAX,12:25,DA,2020-12-07,CX 884,CX,1900-01-01 12:25:00,0 days 00:00:00.000000000,1900-01-01 12:18:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,12:25,DA,2020-12-07,BR 868,BR,1900-01-01 12:25:00,0 days 00:00:00.000000000,1900-01-01 12:05:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
SIN,12:30,DA,2020-12-07,SQ 891,SQ,1900-01-01 12:30:00,0 days 00:00:00.000000000,1900-01-01 12:12:00,0 days 00:00:00.000000000,0,0,Singapore Airlines Limited,2
TPE,13:05,DA,2020-12-07,HX 254,HX,1900-01-01 13:05:00,0 days 00:00:00.000000000,1900-01-01 14:47:00,0 days 01:42:00.000000000,102,60,Hong Kong Airlines Limited,24
NRT,14:00,DA,2020-12-07,AA 9741,AA,1900-01-01 14:00:00,0 days 00:00:00.000000000,1900-01-01 15:15:00,0 days 01:15:00.000000000,75,60,American Airlines Inc.,74
TPE,14:10,DA,2020-12-07,CI 910,CI,1900-01-01 14:10:00,0 days 00:00:00.000000000,1900-01-01 13:56:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
SIN,14:10,DA,2020-12-07,TR 979,TR,1900-01-01 14:10:00,0 days 00:00:00.000000000,1900-01-01 14:04:00,0 days 00:00:00.000000000,0,0,Scoot Tigerair Pte. Ltd dba Scoot,64
SVO,14:30,DA,2020-12-07,SU 213,SU,1900-01-01 14:30:00,0 days 00:00:00.000000000,1900-01-01 14:08:00,0 days 00:00:00.000000000,0,0,PJSC Aeroflot,22
HND,14:55,DA,2020-12-07,NH 860,NH,1900-01-01 14:55:00,0 days 00:00:00.000000000,1900-01-01 14:26:00,0 days 00:00:00.000000000,0,0,All Nippon Airways Co. Ltd.,3
YVR,15:00,DA,2020-12-07,AC 008,AC,1900-01-01 15:00:00,0 days 00:00:00.000000000,1900-01-01 14:55:00,0 days 00:00:00.000000000,0,0,Air Canada,31
PER,15:15,DA,2020-12-07,CX 171,CX,1900-01-01 15:15:00,0 days 00:00:00.000000000,1900-01-01 15:14:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
NRT,15:20,DA,2020-12-07,NH 9646,NH,1900-01-01 15:20:00,0 days 00:00:00.000000000,1900-01-01 15:08:00,0 days 00:00:00.000000000,0,0,All Nippon Airways Co. Ltd.,3
BKK,15:30,DA,2020-12-07,DE 7845,DE,1900-01-01 15:30:00,0 days 00:00:00.000000000,1900-01-01 20:26:00,0 days 04:56:00.000000000,296,240,Condor Flugdienst GmbH,100+
RMQ,15:40,DA,2020-12-07,AE 1820,AE,1900-01-01 15:40:00,0 days 00:00:00.000000000,1900-01-01 15:38:00,0 days 00:00:00.000000000,0,0,Mandarin Airlines Ltd.,100+
LAX,16:40,DA,2020-12-07,CX 882,CX,1900-01-01 16:40:00,0 days 00:00:00.000000000,1900-01-01 16:33:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
SGN,16:50,DA,2020-12-07,CX 799,CX,1900-01-01 16:50:00,0 days 00:00:00.000000000,1900-01-01 16:35:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,16:55,DA,2020-12-07,HX 282D,HX,1900-01-01 16:55:00,1 days 00:00:00.000000000,1900-01-01 08:01:00,0 days 15:06:00.000000000,906,900,Hong Kong Airlines Limited,24
KHH,17:00,DA,2020-12-07,CI 936,CI,1900-01-01 17:00:00,0 days 00:00:00.000000000,1900-01-01 16:47:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
AMM,17:00,DA,2020-12-07,RJ 1296,RJ,1900-01-01 17:00:00,0 days 00:00:00.000000000,1900-01-01 16:40:00,0 days 00:00:00.000000000,0,0,Royal Jordanian,97
TPE,17:45,DA,2020-12-07,CI 916,CI,1900-01-01 17:45:00,0 days 00:00:00.000000000,1900-01-01 17:45:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
YYZ,18:15,DA,2020-12-07,CX 826,CX,1900-01-01 18:15:00,0 days 00:00:00.000000000,1900-01-01 18:11:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
SIN,18:15,DA,2020-12-07,TR 981,TR,1900-01-01 18:15:00,0 days 00:00:00.000000000,1900-01-01 18:00:00,0 days 00:00:00.000000000,0,0,Scoot Tigerair Pte. Ltd dba Scoot,64
TPE,18:30,DA,2020-12-07,CX 402,CX,1900-01-01 18:30:00,0 days 00:00:00.000000000,1900-01-01 18:28:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,18:40,DA,2020-12-07,BR 856,BR,1900-01-01 18:40:00,0 days 00:00:00.000000000,1900-01-01 18:05:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
KHH,18:50,DA,2020-12-07,CI 938,CI,1900-01-01 18:50:00,0 days 00:00:00.000000000,1900-01-01 18:19:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
SYD,18:55,DA,2020-12-07,CX 111,CX,1900-01-01 18:55:00,0 days 00:00:00.000000000,1900-01-01 18:55:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
DOH,19:05,DA,2020-12-07,QR 817,QR,1900-01-01 19:05:00,0 days 00:00:00.000000000,1900-01-01 18:50:00,0 days 00:00:00.000000000,0,0,Qatar Airways (Q.C.S.C.),1
TPE,19:40,DA,2020-12-07,BR 872,BR,1900-01-01 19:40:00,0 days 00:00:00.000000000,1900-01-01 19:00:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
BOM,20:10,DA,2020-12-07,CX 663,CX,1900-01-01 20:10:00,0 days 00:00:00.000000000,1900-01-01 20:13:00,0 days 00:03:00.000000000,3,0,Cathay Pacific Airways Ltd.,4
BKK,20:35,DA,2020-12-07,EK 385,EK,1900-01-01 20:35:00,0 days 00:00:00.000000000,1900-01-01 20:40:00,0 days 00:05:00.000000000,5,0,Emirates,5
TPE,21:10,DA,2020-12-07,CI 924,CI,1900-01-01 21:10:00,0 days 00:00:00.000000000,1900-01-01 20:31:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
BKK,21:20,DA,2020-12-07,KL 848,KL,1900-01-01 21:20:00,0 days 00:00:00.000000000,1900-01-01 21:21:00,0 days 00:01:00.000000000,1,0,KLM,18
GUM,21:25,DA,2020-12-07,UA 2851,UA,1900-01-01 21:25:00,0 days 00:00:00.000000000,1900-01-01 21:05:00,0 days 00:00:00.000000000,0,0,"United Airlines, Inc.",68
AKL,21:25,DA,2020-12-07,CX 113,CX,1900-01-01 21:25:00,0 days 00:00:00.000000000,1900-01-01 21:14:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
VKO,21:30,DA,2020-12-07,ZF 2014,ZF,1900-01-01 21:30:00,1 days 00:00:00.000000000,1900-01-01 13:54:00,0 days 16:24:00.000000000,984,960,AZUR air Limited Liability Company,100+
TPE,21:40,DA,2020-12-07,CI 928,CI,1900-01-01 21:40:00,0 days 00:00:00.000000000,1900-01-01 20:51:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
HGH,21:50,DA,2020-12-07,HX 128,HX,1900-01-01 21:50:00,0 days 00:00:00.000000000,1900-01-01 21:49:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
DAC,22:00,DA,2020-12-07,BG 079,BG,1900-01-01 22:00:00,0 days 00:00:00.000000000,1900-01-01 20:39:00,0 days 00:00:00.000000000,0,0,Biman Bangladesh Airlines Limited,100+
TPE,22:40,DA,2020-12-07,CI 922,CI,1900-01-01 22:40:00,0 days 00:00:00.000000000,1900-01-01 22:39:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
BKK,22:40,DA,2020-12-07,ET 609,ET,1900-01-01 22:40:00,0 days 00:00:00.000000000,1900-01-01 22:39:00,0 days 00:00:00.000000000,0,0,Emetebe S.A.,100+
IST,23:00,DA,2020-12-07,TK 6051,TK,1900-01-01 23:00:00,0 days 00:00:00.000000000,1900-01-01 22:52:00,0 days 00:00:00.000000000,0,0,Turkish Airlines Inc.,27
LHR,23:45,DA,2020-12-07,BA 028,BA,1900-01-01 23:45:00,0 days 00:00:00.000000000,1900-01-01 23:48:00,0 days 00:03:00.000000000,3,0,British Airways p.l.c.,19
FRA,23:45,DA,2020-12-07,LH 797,LH,1900-01-01 23:45:00,0 days 00:00:00.000000000,1900-01-01 23:45:00,0 days 00:00:00.000000000,0,0,Deutsche Lufthansa AG,100+
LHR,23:50,DA,2020-12-07,VS 207,VS,1900-01-01 23:50:00,0 days 00:00:00.000000000,1900-01-01 23:48:00,0 days 00:00:00.000000000,0,0,Virgin Atlantic Airways Limited,21
SYD,23:55,DA,2020-12-07,CX 101,CX,1900-01-01 23:55:00,0 days 00:00:00.000000000,1900-01-01 23:51:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
LHR,23:55,DA,2020-12-07,CX 251,CX,1900-01-01 23:55:00,1 days 00:00:00.000000000,1900-01-01 00:24:00,0 days 00:29:00.000000000,29,0,Cathay Pacific Airways Ltd.,4
MEL,00:05,DA,2020-12-08,CX 105,CX,1900-01-01 00:05:00,0 days 00:00:00.000000000,1900-01-01 00:15:00,0 days 00:10:00.000000000,10,0,Cathay Pacific Airways Ltd.,4
LAX,00:15,DA,2020-12-08,CX 880,CX,1900-01-01 00:15:00,0 days 00:00:00.000000000,1900-01-01 00:01:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
DXB,00:30,DA,2020-12-08,EK 383,EK,1900-01-01 00:30:00,0 days 00:00:00.000000000,1900-01-01 00:06:00,0 days 00:00:00.000000000,0,0,Emirates,5
FRA,00:35,DA,2020-12-08,CX 289,CX,1900-01-01 00:35:00,0 days 00:00:00.000000000,1900-01-01 01:13:00,0 days 00:38:00.000000000,38,0,Cathay Pacific Airways Ltd.,4
AMS,00:50,DA,2020-12-08,CX 271,CX,1900-01-01 00:50:00,0 days 00:00:00.000000000,1900-01-01 01:04:00,0 days 00:14:00.000000000,14,0,Cathay Pacific Airways Ltd.,4
LHR,01:00,DA,2020-12-08,CX 255,CX,1900-01-01 01:00:00,0 days 00:00:00.000000000,1900-01-01 01:30:00,0 days 00:30:00.000000000,30,0,Cathay Pacific Airways Ltd.,4
LHR,01:10,DA,2020-12-08,BA 032F,BA,1900-01-01 01:10:00,0 days 00:00:00.000000000,1900-01-01 01:10:00,0 days 00:00:00.000000000,0,0,British Airways p.l.c.,19
SIN,01:25,DA,2020-12-08,SQ 857,SQ,1900-01-01 01:25:00,0 days 00:00:00.000000000,1900-01-01 00:38:00,0 days 00:00:00.000000000,0,0,Singapore Airlines Limited,2
TLV,01:30,DA,2020-12-08,CX 675,CX,1900-01-01 01:30:00,0 days 00:00:00.000000000,1900-01-01 01:31:00,0 days 00:01:00.000000000,1,0,Cathay Pacific Airways Ltd.,4
LHR,02:10,DA,2020-12-08,BA 3593,BA,1900-01-01 02:10:00,1 days 00:00:00.000000000,1900-01-01 01:56:00,0 days 23:46:00.000000000,1426,1380,British Airways p.l.c.,19
ICN,03:00,DA,2020-12-08,KE 612,KE,1900-01-01 03:00:00,0 days 00:00:00.000000000,1900-01-01 03:12:00,0 days 00:12:00.000000000,12,0,Korean Air Lines Co. Ltd.,35
SVO,07:00,DA,2020-12-08,RL 9934,RL,1900-01-01 07:00:00,0 days 00:00:00.000000000,1900-01-01 06:42:00,0 days 00:00:00.000000000,0,0,JSC Royal Flight Airlines,100+
MNL,07:40,DA,2020-12-08,CX 907,CX,1900-01-01 07:40:00,0 days 00:00:00.000000000,1900-01-01 07:40:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
CEB,08:20,DA,2020-12-08,CX 921,CX,1900-01-01 08:20:00,0 days 00:00:00.000000000,1900-01-01 08:29:00,0 days 00:09:00.000000000,9,0,Cathay Pacific Airways Ltd.,4
KUL,08:25,DA,2020-12-08,CX 723,CX,1900-01-01 08:25:00,0 days 00:00:00.000000000,1900-01-01 08:11:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
SGN,08:25,DA,2020-12-08,CX 767,CX,1900-01-01 08:25:00,0 days 00:00:00.000000000,1900-01-01 08:24:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
PEK,09:00,DA,2020-12-08,CX 386,CX,1900-01-01 09:00:00,0 days 00:00:00.000000000,1900-01-01 09:15:00,0 days 00:15:00.000000000,15,0,Cathay Pacific Airways Ltd.,4
MNL,09:00,DA,2020-12-08,CX 901,CX,1900-01-01 09:00:00,0 days 00:00:00.000000000,1900-01-01 08:58:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
CGK,09:00,DA,2020-12-08,GA 873,GA,1900-01-01 09:00:00,0 days 00:00:00.000000000,1900-01-01 08:53:00,0 days 00:00:00.000000000,0,0,PT. Garuda Indonesia (PERSERO) Tbk dba Garuda Indonesia,12
AMM,09:00,DA,2020-12-08,RJ 1291,RJ,1900-01-01 09:00:00,0 days 00:00:00.000000000,1900-01-01 09:05:00,0 days 00:05:00.000000000,5,0,Royal Jordanian,97
TPE,09:05,DA,2020-12-08,HX 252,HX,1900-01-01 09:05:00,0 days 00:00:00.000000000,1900-01-01 09:06:00,0 days 00:01:00.000000000,1,0,Hong Kong Airlines Limited,24
SIN,09:20,DA,2020-12-08,CX 691,CX,1900-01-01 09:20:00,0 days 00:00:00.000000000,1900-01-01 09:35:00,0 days 00:15:00.000000000,15,0,Cathay Pacific Airways Ltd.,4
LHR,09:20,DA,2020-12-08,VS 637,VS,1900-01-01 09:20:00,0 days 00:00:00.000000000,1900-01-01 09:13:00,0 days 00:00:00.000000000,0,0,Virgin Atlantic Airways Limited,21
MNL,09:25,DA,2020-12-08,5J 109,5J,1900-01-01 09:25:00,0 days 00:00:00.000000000,1900-01-01 09:14:00,0 days 00:00:00.000000000,0,0,"Cebu Air, Inc dba Cebu Pacific Air",100+
DEL,09:30,DA,2020-12-08,UK 6378,UK,1900-01-01 09:30:00,0 days 00:00:00.000000000,1900-01-01 09:44:00,0 days 00:14:00.000000000,14,0,TATA SIA AIRLINES LTD dba VISTARA,69
NRT,09:40,DA,2020-12-08,UA 2864,UA,1900-01-01 09:40:00,0 days 00:00:00.000000000,1900-01-01 08:59:00,0 days 00:00:00.000000000,0,0,"United Airlines, Inc.",68
PVG,09:55,DA,2020-12-08,CX 368,CX,1900-01-01 09:55:00,0 days 00:00:00.000000000,1900-01-01 09:50:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
NRT,10:30,DA,2020-12-08,CX 520,CX,1900-01-01 10:30:00,0 days 00:00:00.000000000,1900-01-01 10:26:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
DOH,11:00,DA,2020-12-08,QR 8343,QR,1900-01-01 11:00:00,0 days 00:00:00.000000000,1900-01-01 11:40:00,0 days 00:40:00.000000000,40,0,Qatar Airways (Q.C.S.C.),1
TPE,11:05,DA,2020-12-08,CI 904,CI,1900-01-01 11:05:00,0 days 00:00:00.000000000,1900-01-01 11:09:00,0 days 00:04:00.000000000,4,0,China Airlines Ltd.,34
FUK,11:10,DA,2020-12-08,CX 588,CX,1900-01-01 11:10:00,0 days 00:00:00.000000000,1900-01-01 11:06:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,11:15,DA,2020-12-08,BR 852,BR,1900-01-01 11:15:00,0 days 00:00:00.000000000,1900-01-01 11:03:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
KIX,11:30,DA,2020-12-08,HX 618,HX,1900-01-01 11:30:00,0 days 00:00:00.000000000,1900-01-01 11:25:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
MNL,11:30,DA,2020-12-08,PR 301,PR,1900-01-01 11:30:00,0 days 00:00:00.000000000,1900-01-01 11:13:00,0 days 00:00:00.000000000,0,0,"Philippine Airlines, Inc.",30
KIX,11:45,DA,2020-12-08,CX 506,CX,1900-01-01 11:45:00,0 days 00:00:00.000000000,1900-01-01 11:42:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
BKK,12:00,DA,2020-12-08,CX 653,CX,1900-01-01 12:00:00,0 days 00:00:00.000000000,1900-01-01 12:04:00,0 days 00:04:00.000000000,4,0,Cathay Pacific Airways Ltd.,4
LAX,12:25,DA,2020-12-08,CX 884,CX,1900-01-01 12:25:00,0 days 00:00:00.000000000,1900-01-01 12:37:00,0 days 00:12:00.000000000,12,0,Cathay Pacific Airways Ltd.,4
PVG,12:30,DA,2020-12-08,MU 502,MU,1900-01-01 12:30:00,0 days 00:00:00.000000000,1900-01-01 12:23:00,0 days 00:00:00.000000000,0,0,China Eastern Airlines,75
SIN,12:30,DA,2020-12-08,SQ 891,SQ,1900-01-01 12:30:00,0 days 00:00:00.000000000,1900-01-01 12:16:00,0 days 00:00:00.000000000,0,0,Singapore Airlines Limited,2
KUL,12:45,DA,2020-12-08,CX 725,CX,1900-01-01 12:45:00,0 days 00:00:00.000000000,1900-01-01 12:45:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
BKK,12:45,DA,2020-12-08,TG 601,TG,1900-01-01 12:45:00,0 days 00:00:00.000000000,1900-01-01 12:30:00,0 days 00:00:00.000000000,0,0,Thai Airways International Public Company Ltd. dba Thai,100+
ICN,13:15,DA,2020-12-08,OZ 722,OZ,1900-01-01 13:15:00,0 days 00:00:00.000000000,1900-01-01 13:09:00,0 days 00:00:00.000000000,0,0,Asiana Airlines Inc.,28
BKK,13:40,DA,2020-12-08,FD 9001,FD,1900-01-01 13:40:00,0 days 00:00:00.000000000,1900-01-01 12:38:00,0 days 00:00:00.000000000,0,0,"Thai AirAsia Co., Ltd.",10
PVG,13:40,DA,2020-12-08,CX 360,CX,1900-01-01 13:40:00,0 days 00:00:00.000000000,1900-01-01 13:33:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,13:55,DA,2020-12-08,HX 254,HX,1900-01-01 13:55:00,0 days 00:00:00.000000000,1900-01-01 13:53:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
